球员编号,姓名(英文),场上位置(大类),场上位置(细分),惯用脚,身高_cm,国籍(国际),出生日期,转会时年龄,国籍(转会源),位置(转会源)
235412,Jawad El Yamiq,Defender,Centre-Back,right,193.0,Morocco,1992-02-29 00:00:00,28.0,Morocco,CB
139434,Raul Carnero,Defender,Left-Back,left,179.0,Spain,1989-04-30 00:00:00,31.0,Spain,LB
57522,Andres Fernandez,Goalkeeper,Goalkeeper,right,185.0,Spain,1986-12-16 00:00:00,33.0,Spain,GK
171362,Pablo Insua,Defender,Centre-Back,right,187.0,Spain,1993-09-09 00:00:00,26.0,Spain,CB
20005,Papu Gomez,Attack,Left Winger,right,167.0,Argentina,1988-02-15 00:00:00,32.0,Argentina,SS
216464,Carlos Fernandez,Attack,Centre-Forward,left,185.0,Spain,1996-05-22 00:00:00,24.0,Spain,CF
255901,Rodrigo de Paul,Midfield,Central Midfield,right,178.0,Argentina,1994-05-24 00:00:00,27.0,Argentina,CM
517894,Matheus Cunha,Attack,Left Winger,right,183.0,Brazil,1999-05-27 00:00:00,22.0,Brazil,CF
640428,Eduardo Camavinga,Midfield,Central Midfield,left,182.0,France,2002-11-10 00:00:00,18.0,France,CM
361254,Rafa Mir,Attack,Centre-Forward,right,191.0,Spain,1997-06-18 00:00:00,24.0,Spain,CF
91849,Thomas Delaney,Midfield,Central Midfield,left,182.0,Denmark,1991-09-03 00:00:00,29.0,Denmark,DM
480763,Juan Foyth,Defender,Centre-Back,right,187.0,Argentina,1998-01-12 00:00:00,23.0,Argentina,CB
626913,Boulaye Dia,Attack,Centre-Forward,right,180.0,Senegal,1996-11-16 00:00:00,24.0,Senegal,CF
113133,German Pezzella,Defender,Centre-Back,right,187.0,Argentina,1991-06-27 00:00:00,30.0,Argentina,CB
162074,Alvaro Vadillo,Attack,Left Winger,right,180.0,Spain,1994-09-12 00:00:00,26.0,Spain,LW
46413,Ante Budimir,Attack,Centre-Forward,left,190.0,Croatia,1991-07-22 00:00:00,29.0,Croatia,CF
282700,Enric Franquesa,Defender,Left-Back,left,175.0,Spain,1997-02-26 00:00:00,24.0,Spain,LB
319160,Jakub Jankto,Midfield,Left Midfield,left,184.0,Czech Republic,1996-01-19 00:00:00,25.0,Czech Republic,LM
284854,Carles Alena,Midfield,Central Midfield,left,180.0,Spain,1998-01-05 00:00:00,23.0,Spain,CM
143029,Stefan Mitrovic,Defender,Centre-Back,right,189.0,Serbia,1990-05-22 00:00:00,31.0,Serbia,CB
334222,Lucas Boye,Attack,Centre-Forward,right,183.0,Argentina,1996-02-28 00:00:00,25.0,Argentina,CF
63531,Kwadwo Asamoah,Midfield,Left Midfield,left,173.0,Ghana,1988-12-09 00:00:00,23.0,Ghana,LM
43722,Mauricio Isla,Defender,Right-Back,right,176.0,Chile,1988-06-12 00:00:00,24.0,Chile,RB
52312,Sebastian Giovinco,Attack,Second Striker,right,164.0,Italy,1987-01-26 00:00:00,25.0,Italy,SS
54935,Martin Caceres,Defender,Centre-Back,right,180.0,Uruguay,1987-04-07 00:00:00,25.0,Uruguay,CB
119213,Richmond Boakye,Attack,Centre-Forward,right,186.0,,1993-01-28 00:00:00,19.0,Ghana,CF
19447,Giampaolo Pazzini,Attack,Centre-Forward,right,180.0,Italy,1984-08-02 00:00:00,28.0,Italy,CF
131075,Francesco Acerbi,Defender,Centre-Back,left,192.0,Italy,1988-02-10 00:00:00,24.0,Italy,CB
4672,Nigel de Jong,Midfield,Defensive Midfield,right,174.0,Netherlands,1984-11-30 00:00:00,27.0,Netherlands,DM
73926,Davide Faraoni,Defender,Right-Back,right,180.0,Italy,1991-10-25 00:00:00,20.0,Italy,RB
114340,Gabriel Silva,Defender,Left-Back,left,179.0,Brazil,1991-05-13 00:00:00,21.0,Brazil,LB
62379,Cristian Pasquato,Attack,Second Striker,right,173.0,Italy,1989-07-20 00:00:00,22.0,Italy,SS
12906,Michael Ciani,Defender,Centre-Back,right,189.0,France,1984-04-06 00:00:00,28.0,France,CB
12563,Goran Pandev,Attack,Second Striker,left,184.0,North Macedonia,1983-07-27 00:00:00,28.0,North Macedonia,SS
16868,Alessandro Gamberini,Defender,Centre-Back,right,185.0,Italy,1981-08-27 00:00:00,30.0,Italy,CB
16744,Giandomenico Mesto,Defender,Right-Back,right,181.0,Italy,1982-05-25 00:00:00,30.0,Italy,RB
28021,Samir Handanovic,Goalkeeper,Goalkeeper,right,193.0,,1984-07-14 00:00:00,27.0,Slovenia,GK
39099,Rodrigo Palacio,Attack,Centre-Forward,right,176.0,Argentina,1982-02-05 00:00:00,30.0,Argentina,CF
5962,Antonio Cassano,Attack,Second Striker,right,175.0,Italy,1982-07-12 00:00:00,30.0,Italy,SS
21876,Federico Balzaretti,Defender,Left-Back,left,180.0,Italy,1981-12-06 00:00:00,30.0,Italy,LB
30593,Michael Bradley,Midfield,Central Midfield,right,189.0,United States,1987-07-31 00:00:00,24.0,United States,CM
62415,Panagiotis Tachtsidis,Midfield,Defensive Midfield,left,193.0,Greece,1991-02-15 00:00:00,21.0,Greece,DM
145416,Junior Tallo,Attack,Centre-Forward,right,185.0,Cote d'Ivoire,1992-12-21 00:00:00,19.0,Cote d'Ivoire,CF
45567,Jonathan Biabiany,Attack,Right Winger,right,177.0,France,1988-04-28 00:00:00,24.0,France,RW
111039,Ishak Belfodil,Attack,Centre-Forward,right,192.0,Algeria,1992-01-12 00:00:00,20.0,Algeria,CF
56817,Fabiano Santacroce,Defender,Centre-Back,right,181.0,Italy,1986-08-24 00:00:00,25.0,Italy,CB
35703,Robert Acquafresca,Attack,Centre-Forward,right,184.0,Italy,1987-09-11 00:00:00,24.0,Italy,CF
17130,Michele Pazienza,Midfield,Defensive Midfield,right,175.0,Italy,1982-08-05 00:00:00,30.0,Italy,DM
96853,Adrian Stoian,Attack,Left Winger,both,177.0,Romania,1991-02-11 00:00:00,21.0,Romania,LW
83458,Mirco Antenucci,Attack,Centre-Forward,right,180.0,Italy,1984-09-08 00:00:00,27.0,Italy,CF
30873,German Denis,Attack,Centre-Forward,right,182.0,Argentina,1981-09-10 00:00:00,30.0,Argentina,CF
47085,Nenad Tomovic,Defender,Centre-Back,right,184.0,Serbia,1987-08-30 00:00:00,25.0,Serbia,CB
21859,Mattia Cassani,Defender,Right-Back,right,184.0,Italy,1983-08-26 00:00:00,28.0,Italy,RB
5957,Alberto Aquilani,Midfield,Central Midfield,right,186.0,Italy,1984-07-07 00:00:00,28.0,Italy,CM
28851,Manuel Coppola,Midfield,Central Midfield,right,172.0,Italy,1982-05-11 00:00:00,30.0,Italy,CM
25318,Matteo Contini,Defender,Centre-Back,left,184.0,Italy,1980-04-16 00:00:00,32.0,Italy,CB
88683,Mattia Destro,Attack,Centre-Forward,right,182.0,Italy,1991-03-20 00:00:00,21.0,Italy,CF
41989,Francesco Valiani,Midfield,Central Midfield,right,175.0,Italy,1980-10-29 00:00:00,31.0,Italy,CM
6160,Mauricio Pinilla,Attack,Centre-Forward,right,187.0,Chile,1984-02-04 00:00:00,28.0,Chile,CF
29962,Daniele Dessena,Midfield,Central Midfield,right,182.0,Italy,1987-05-10 00:00:00,25.0,Italy,CM
60128,Luca Rossettini,Defender,Centre-Back,right,187.0,Italy,1985-05-09 00:00:00,27.0,Italy,CB
16137,Franco Brienza,Midfield,Attacking Midfield,left,172.0,Italy,1979-03-19 00:00:00,33.0,Italy,AM
4793,Steve von Bergen,Defender,Centre-Back,right,182.0,Switzerland,1983-06-10 00:00:00,29.0,Switzerland,CB
19438,Michele Canini,Defender,Centre-Back,right,187.0,Italy,1985-06-05 00:00:00,27.0,Italy,CB
165894,Giammario Piscitella,Attack,Left Winger,right,175.0,Italy,1993-03-24 00:00:00,19.0,Italy,LW
162961,Valerio Verre,Midfield,Attacking Midfield,both,181.0,Italy,1994-01-11 00:00:00,18.0,Italy,CM
99227,Andrea Bertolacci,Midfield,Central Midfield,left,179.0,Italy,1991-01-11 00:00:00,21.0,Italy,CM
92701,Vladimir Weiss,Attack,Left Winger,right,173.0,Slovakia,1989-11-30 00:00:00,22.0,Slovakia,LW
102470,Antonino Ragusa,Attack,Left Winger,right,183.0,Italy,1990-03-27 00:00:00,22.0,Italy,LW
146752,Gianluca Caprari,Attack,Second Striker,right,171.0,Italy,1993-07-30 00:00:00,18.0,Italy,SS
28827,Alessandro Gazzi,Midfield,Defensive Midfield,left,184.0,Italy,1983-01-28 00:00:00,29.0,Italy,DM
22149,Jean-Francois Gillet,Goalkeeper,Goalkeeper,right,181.0,Belgium,1979-05-31 00:00:00,33.0,Belgium,GK
33042,Migjen Basha,Midfield,Defensive Midfield,right,180.0,Albania,1987-01-05 00:00:00,25.0,Albania,DM
43760,Kevin Constant,Midfield,Central Midfield,left,184.0,Guinea,1987-05-10 00:00:00,25.0,Guinea,CM
5993,Cristian Zaccardo,Defender,Centre-Back,,,Italy,1981-12-21 00:00:00,31.0,Italy,CB
119164,Ezequiel Schelotto,Defender,Right-Back,right,187.0,Italy,1989-05-23 00:00:00,23.0,Italy,RB
25441,Zdravko Kuzmanovic,Midfield,Central Midfield,right,186.0,Serbia,1987-09-22 00:00:00,25.0,Serbia,CM
6026,Tommaso Rocchi,Attack,Centre-Forward,right,177.0,Italy,1977-09-19 00:00:00,35.0,Italy,CF
104290,Alessandro Iacobucci,Goalkeeper,Goalkeeper,left,187.0,Italy,1991-06-03 00:00:00,21.0,Italy,GK
95438,Marko Livaja,Attack,Centre-Forward,right,184.0,Croatia,1993-08-26 00:00:00,19.0,Croatia,AM
7499,Lionel Scaloni,Defender,Right-Back,right,182.0,Argentina,1978-05-16 00:00:00,34.0,Argentina,RB
9340,Marvin Compper,Defender,Centre-Back,left,185.0,Germany,1985-06-14 00:00:00,27.0,Germany,CB
23345,Barreto,Attack,Second Striker,right,171.0,Brazil,1985-07-12 00:00:00,27.0,Brazil,SS
84846,Gianluca Sansone,Attack,Centre-Forward,left,174.0,Italy,1987-05-12 00:00:00,25.0,Italy,CF
4276,Carlos Tevez,Attack,Second Striker,right,171.0,Argentina,1984-02-05 00:00:00,29.0,Argentina,SS
21763,Federico Peluso,Defender,Left-Back,left,188.0,Italy,1984-01-20 00:00:00,29.0,Italy,CB
177843,Domenico Berardi,Attack,Right Winger,left,183.0,Italy,1994-08-01 00:00:00,19.0,Italy,RW
199633,Raman Chibsah,Midfield,Central Midfield,right,177.0,Ghana,1993-03-10 00:00:00,20.0,Ghana,CM
124769,Luca Marrone,Defender,Centre-Back,right,186.0,,1990-03-28 00:00:00,23.0,Italy,CB
54916,Jonathan Rossini,Defender,Centre-Back,right,190.0,Switzerland,1989-04-05 00:00:00,24.0,Switzerland,CB
39153,Gonzalo Higuain,Attack,Centre-Forward,right,184.0,Argentina,1987-12-10 00:00:00,25.0,Argentina,CF
61253,Jose Callejon,Attack,Right Winger,right,178.0,Spain,1987-02-11 00:00:00,26.0,Spain,RW
73786,Pablo Armero,Defender,Left-Back,left,174.0,Colombia,1986-11-02 00:00:00,26.0,Colombia,LB
67084,Fabian Monzon,Defender,Left-Back,left,183.0,Argentina,1987-04-13 00:00:00,26.0,Argentina,LB
47646,Marco Biagianti,Midfield,Defensive Midfield,right,180.0,Italy,1984-04-19 00:00:00,29.0,Italy,DM
71019,Bartosz Salamon,Defender,Centre-Back,right,194.0,Poland,1991-05-01 00:00:00,22.0,Poland,CB
62725,Alessandro De Vitis,Midfield,Defensive Midfield,right,184.0,Italy,1992-02-15 00:00:00,21.0,Italy,DM
163283,Riccardo Casini,Midfield,Central Midfield,right,180.0,Italy,1992-02-02 00:00:00,21.0,Italy,DM
136130,Andrea Romano,Midfield,Central Midfield,both,183.0,Italy,1993-07-23 00:00:00,19.0,Italy,CM
77603,Dejan Lazarevic,Attack,Right Winger,right,177.0,Slovenia,1990-02-15 00:00:00,23.0,Slovenia,RW
46105,Ivan Radovanovic,Midfield,Defensive Midfield,right,187.0,Serbia,1988-08-29 00:00:00,24.0,Serbia,CB
33218,Luca Cigarini,Midfield,Defensive Midfield,right,175.0,Italy,1986-06-20 00:00:00,27.0,Italy,DM
171410,Prince Gouano,Defender,Centre-Back,right,186.0,France,1993-12-24 00:00:00,19.0,France,CB
40660,Alessandro Matri,Attack,Centre-Forward,right,183.0,Italy,1984-08-19 00:00:00,29.0,Italy,CF
34344,Cristian Zapata,Defender,Centre-Back,right,187.0,Colombia,1986-09-30 00:00:00,26.0,Colombia,CB
44834,Andrea Poli,Midfield,Central Midfield,right,182.0,Italy,1989-09-29 00:00:00,23.0,Italy,CM
26105,Valter Birsa,Midfield,Attacking Midfield,left,184.0,Slovenia,1986-08-07 00:00:00,27.0,Slovenia,AM
6288,Mario Gomez,Attack,Centre-Forward,right,189.0,Germany,1985-07-10 00:00:00,28.0,Germany,CF
188335,Marko Bakic,Midfield,Central Midfield,right,186.0,Montenegro,1993-11-01 00:00:00,19.0,Montenegro,CM
5946,Cesare Bovo,Defender,Centre-Back,right,181.0,Italy,1983-01-14 00:00:00,30.0,Italy,CB
5755,Emiliano Moretti,Defender,Centre-Back,left,182.0,Italy,1981-06-11 00:00:00,32.0,Italy,CB
185593,Nicolas Lopez,Attack,Centre-Forward,left,178.0,Uruguay,1993-10-01 00:00:00,19.0,Uruguay,RW
32213,Naldo,Defender,Centre-Back,right,198.0,Brazil,1982-09-10 00:00:00,24.0,Brazil,CB
25488,Antonio Candreva,Midfield,Right Midfield,right,180.0,Italy,1987-02-28 00:00:00,26.0,Italy,RM
160986,Matteo Bianchetti,Defender,Centre-Back,right,189.0,Italy,1993-03-17 00:00:00,20.0,Italy,CB
149946,Raphael Martinho,Midfield,Left Midfield,left,183.0,Brazil,1988-04-15 00:00:00,25.0,Brazil,LM
56841,Michelangelo Albertazzi,Defender,Left-Back,left,186.0,Italy,1991-01-07 00:00:00,22.0,Italy,LB
85605,Fabrizio Cacciatore,Defender,Right-Back,right,182.0,Italy,1986-10-08 00:00:00,26.0,Italy,RB
17171,Alessandro Agostini,Defender,Left-Back,left,177.0,Italy,1979-07-23 00:00:00,33.0,Italy,LB
96806,Jacopo Sala,Midfield,Central Midfield,right,181.0,Italy,1991-12-05 00:00:00,21.0,Italy,RB
88712,Rodney Strasser,Midfield,Defensive Midfield,right,181.0,Sierra Leone,1990-03-30 00:00:00,23.0,Sierra Leone,DM
6721,Mario Santana,Attack,Second Striker,right,180.0,Argentina,1981-12-23 00:00:00,31.0,Argentina,SS
99327,Isaac Cofie,Midfield,Defensive Midfield,right,184.0,Ghana,1991-09-20 00:00:00,21.0,Ghana,DM
7797,Albano Bizzarri,Goalkeeper,Goalkeeper,right,188.0,Argentina,1977-11-09 00:00:00,35.0,Argentina,GK
22598,Gianni Munari,Midfield,Central Midfield,right,190.0,Italy,1983-06-24 00:00:00,30.0,Italy,CM
15762,Carlos Garcia,Defender,Centre-Back,left,185.0,Spain,1984-04-29 00:00:00,20.0,Sweden,CB
68863,Mauro Icardi,Attack,Centre-Forward,right,181.0,Argentina,1993-02-19 00:00:00,20.0,Argentina,CF
144779,Saphir Taider,Midfield,Central Midfield,right,180.0,Algeria,1992-02-29 00:00:00,21.0,Algeria,CM
13749,Gaby Mudingayi,Midfield,Defensive Midfield,right,180.0,Belgium,1981-10-01 00:00:00,31.0,Belgium,DM
45124,Medhi Benatia,Defender,Centre-Back,right,190.0,Morocco,1987-04-17 00:00:00,26.0,Morocco,CB
69374,Adem Ljajic,Midfield,Attacking Midfield,right,182.0,Serbia,1991-09-29 00:00:00,21.0,Serbia,AM
33481,Gervinho,Attack,Left Winger,right,179.0,Cote d'Ivoire,1987-05-27 00:00:00,26.0,Cote d'Ivoire,LW
5880,Morgan De Sanctis,Goalkeeper,Goalkeeper,right,190.0,Italy,1977-03-26 00:00:00,36.0,Italy,GK
5588,Michael Essien,Midfield,Defensive Midfield,right,178.0,Ghana,1982-12-03 00:00:00,31.0,Ghana,DM
126656,Faouzi Ghoulam,Defender,Left-Back,left,184.0,Algeria,1991-02-01 00:00:00,22.0,Algeria,LB
52897,Hernanes,Midfield,Attacking Midfield,both,180.0,Brazil,1985-05-29 00:00:00,28.0,Brazil,AM
55769,Danilo D'Ambrosio,Defender,Centre-Back,right,180.0,Italy,1988-09-09 00:00:00,25.0,Italy,RB
220793,Douglas Santos,Defender,Left-Back,left,173.0,Brazil,1994-03-22 00:00:00,19.0,Brazil,LB
30638,Sergio Floccari,Attack,Centre-Forward,right,180.0,Italy,1981-11-12 00:00:00,32.0,Italy,CF
84921,Lorenzo Ariaudo,Defender,Centre-Back,left,186.0,Italy,1989-06-11 00:00:00,24.0,Italy,CB
99232,Marco D'Alessandro,Attack,Right Winger,right,173.0,Italy,1991-02-17 00:00:00,23.0,Italy,RW
291266,Godfred Donsah,Midfield,Central Midfield,right,175.0,Ghana,1996-06-07 00:00:00,18.0,Ghana,CM
102745,Luca Ceppitelli,Defender,Centre-Back,both,186.0,Italy,1989-08-11 00:00:00,24.0,Italy,CB
57285,Simone Colombi,Goalkeeper,Goalkeeper,right,188.0,Italy,1991-07-01 00:00:00,23.0,Italy,GK
99923,Simone Benedetti,Defender,Centre-Back,right,190.0,Italy,1992-04-03 00:00:00,22.0,Italy,CB
8206,Emmanuel Cascione,Midfield,Central Midfield,right,187.0,Italy,1983-09-22 00:00:00,30.0,Italy,CM
125611,Mohamed Traore,Defender,Right-Back,right,179.0,Guinea,1991-10-13 00:00:00,22.0,Guinea,RB
138584,Luka Krajnc,Defender,Centre-Back,left,187.0,Slovenia,1994-09-19 00:00:00,19.0,Slovenia,CB
70203,Ze Eduardo,Midfield,Defensive Midfield,right,186.0,Brazil,1991-08-16 00:00:00,22.0,Brazil,DM
6012,Stefano Lucchini,Defender,Centre-Back,right,186.0,Italy,1980-10-02 00:00:00,33.0,Italy,CB
28817,Gabriele Perico,Defender,Right-Back,right,183.0,Italy,1984-03-11 00:00:00,30.0,Italy,RB
107958,Nicola Bellomo,Midfield,Attacking Midfield,right,174.0,Italy,1991-02-18 00:00:00,23.0,Italy,AM
139307,Raffaele Pucino,Defender,Right-Back,right,183.0,Italy,1991-05-03 00:00:00,23.0,Italy,RB
40633,Milan Badelj,Midfield,Defensive Midfield,right,186.0,Croatia,1989-02-25 00:00:00,25.0,Croatia,DM
59340,Iago Falque,Attack,Right Winger,left,174.0,Spain,1990-01-04 00:00:00,24.0,Spain,RW
34239,Aleandro Rosi,Defender,Right-Back,right,180.0,Italy,1987-05-17 00:00:00,27.0,Italy,RB
54984,Diego Perotti,Attack,Left Winger,right,179.0,Argentina,1988-07-26 00:00:00,25.0,Argentina,LW
121756,Romulo,Midfield,Central Midfield,right,178.0,Italy,1987-05-22 00:00:00,27.0,Italy,CM
37633,Guillermo Rodriguez,Defender,Centre-Back,left,185.0,Uruguay,1984-03-21 00:00:00,30.0,Uruguay,CB
21829,Francesco Benussi,Goalkeeper,Goalkeeper,right,189.0,Italy,1981-10-15 00:00:00,32.0,Italy,GK
167859,Stefano Sturaro,Midfield,Central Midfield,right,181.0,Italy,1993-03-09 00:00:00,21.0,Italy,CM
52585,James Troisi,Midfield,Attacking Midfield,left,176.0,Australia,1988-07-03 00:00:00,25.0,Australia,AM
55000,Vincenzo Fiorillo,Goalkeeper,Goalkeeper,left,190.0,Italy,1990-01-13 00:00:00,24.0,Italy,GK
5285,Patrice Evra,Defender,Left-Back,left,174.0,France,1981-05-15 00:00:00,33.0,France,LB
242940,Edoardo Goldaniga,Defender,Centre-Back,right,193.0,Italy,1993-11-02 00:00:00,20.0,Italy,CB
84545,Marco Parolo,Midfield,Central Midfield,right,184.0,Italy,1985-01-25 00:00:00,29.0,Italy,CM
57280,Giacomo Bonaventura,Midfield,Attacking Midfield,right,180.0,Italy,1989-08-22 00:00:00,25.0,Italy,CM
31067,Jonathan de Guzman,Midfield,Central Midfield,right,173.0,Netherlands,1987-09-13 00:00:00,26.0,Netherlands,CM
22210,Luca Rigoni,Midfield,Central Midfield,right,185.0,Italy,1984-12-07 00:00:00,29.0,Italy,CM
42796,Nicola Ravaglia,Goalkeeper,Goalkeeper,right,184.0,Italy,1988-12-12 00:00:00,25.0,Italy,GK
34336,Andrea Costa,Defender,Centre-Back,left,182.0,Italy,1986-02-01 00:00:00,28.0,Italy,CB
72857,Pedro Mendes,Defender,Centre-Back,right,186.0,Portugal,1990-10-01 00:00:00,23.0,Portugal,CB
81455,Juan Iturbe,Attack,Left Winger,left,173.0,Paraguay,1993-06-04 00:00:00,21.0,Paraguay,LW
41982,Radja Nainggolan,Midfield,Central Midfield,right,177.0,,1988-05-04 00:00:00,26.0,Belgium,CM
33571,Lorenzo De Silvestri,Defender,Right-Back,right,187.0,Italy,1988-05-23 00:00:00,26.0,Italy,RB
167791,Stefano Beltrame,Attack,Second Striker,right,183.0,Italy,1993-02-08 00:00:00,21.0,Italy,AM
35865,Andrea Consigli,Goalkeeper,Goalkeeper,right,189.0,Italy,1987-01-27 00:00:00,27.0,Italy,GK
16893,Antonio Floro Flores,Attack,Centre-Forward,right,183.0,Italy,1983-06-18 00:00:00,31.0,Italy,CF
22186,Davide Biondini,Midfield,Central Midfield,right,180.0,Italy,1983-01-24 00:00:00,31.0,Italy,CM
5858,Paolo Cannavaro,Defender,Centre-Back,right,185.0,Italy,1981-06-26 00:00:00,33.0,Italy,CB
201040,Marco Benassi,Midfield,Central Midfield,right,184.0,Italy,1994-09-08 00:00:00,19.0,Italy,CM
22328,Fabio Quagliarella,Attack,Centre-Forward,right,180.0,,1983-01-31 00:00:00,31.0,Italy,CF
29316,Cyril Thereau,Attack,Second Striker,right,189.0,France,1983-04-24 00:00:00,31.0,France,SS
30767,Gabriel Paletta,Defender,Centre-Back,right,190.0,Italy,1986-02-15 00:00:00,28.0,Italy,CB
7767,Fernando Torres,Attack,Centre-Forward,right,186.0,Spain,1984-03-20 00:00:00,30.0,Spain,CF
241527,Federico Bonazzoli,Attack,Centre-Forward,left,185.0,Italy,1997-05-21 00:00:00,17.0,Italy,CF
206050,Paulo Dybala,Attack,Second Striker,left,177.0,Argentina,1993-11-15 00:00:00,21.0,Argentina,SS
199635,Eric Lanini,Attack,Centre-Forward,right,186.0,Italy,1994-02-25 00:00:00,21.0,Italy,CF
19694,Dusan Basta,Defender,Right-Back,right,183.0,Serbia,1984-08-18 00:00:00,30.0,Serbia,RB
123261,Vlad Chiriches,Midfield,Defensive Midfield,right,184.0,Romania,1989-11-14 00:00:00,25.0,Romania,CB
7825,Pepe Reina,Goalkeeper,Goalkeeper,right,188.0,Spain,1982-08-31 00:00:00,32.0,Spain,GK
257127,Michael Ventre,Attack,Second Striker,right,175.0,Italy,1996-01-05 00:00:00,19.0,Italy,SS
64793,Leonardo Pavoletti,Attack,Centre-Forward,right,188.0,Italy,1988-11-26 00:00:00,26.0,Italy,CF
183494,Issa Cissokho,Defender,Right-Back,right,173.0,Senegal,1985-02-23 00:00:00,30.0,Senegal,RB
44059,Ervin Zukanovic,Defender,Centre-Back,left,188.0,Bosnia-Herzegovina,1987-02-11 00:00:00,28.0,Bosnia-Herzegovina,CB
184894,Alfred Duncan,Midfield,Central Midfield,left,178.0,Ghana,1993-03-10 00:00:00,22.0,Ghana,CM
42460,Ivan Perisic,Attack,Left Winger,both,186.0,Croatia,1989-02-02 00:00:00,26.0,Croatia,LM
84344,Davide Santon,Defender,Left-Back,right,187.0,Italy,1991-01-02 00:00:00,24.0,Italy,RB
167727,Andrea Belotti,Attack,Centre-Forward,right,181.0,Italy,1993-12-20 00:00:00,21.0,Italy,CF
134883,Daniele Baselli,Midfield,Central Midfield,right,182.0,Italy,1992-03-12 00:00:00,23.0,Italy,CM
145581,Afriyie Acquah,Midfield,Central Midfield,right,179.0,Ghana,1992-01-05 00:00:00,23.0,Ghana,CM
45581,Joel Obi,Midfield,Central Midfield,left,178.0,Nigeria,1991-05-22 00:00:00,24.0,Nigeria,CM
197747,Alessio Romagnoli,Defender,Centre-Back,left,185.0,Italy,1995-01-12 00:00:00,20.0,Italy,CB
45565,Luca Antonelli,Defender,Left-Back,left,184.0,Italy,1987-02-11 00:00:00,28.0,Italy,LB
74943,Juraj Kucka,Midfield,Central Midfield,right,186.0,Slovakia,1987-02-26 00:00:00,28.0,Slovakia,CM
130360,Simone Verdi,Midfield,Attacking Midfield,both,174.0,Italy,1992-07-12 00:00:00,22.0,Italy,AM
74615,Abdelhamid El Kaoutari,Defender,Centre-Back,left,180.0,Morocco,1990-03-17 00:00:00,25.0,Morocco,CB
165900,Federico Viviani,Midfield,Defensive Midfield,right,180.0,Italy,1992-03-24 00:00:00,23.0,Italy,DM
56609,Eros Pisano,Defender,Right-Back,right,186.0,Italy,1987-03-31 00:00:00,28.0,Italy,RB
39831,Leandro Greco,Midfield,Central Midfield,left,184.0,Italy,1986-07-19 00:00:00,28.0,Italy,CM
53288,Marquinho,Midfield,Attacking Midfield,left,182.0,Brazil,1986-07-03 00:00:00,29.0,Brazil,AM
85825,Jasmin Kurtic,Midfield,Central Midfield,right,186.0,Slovenia,1989-01-10 00:00:00,26.0,Slovenia,CM
204659,Isnik Alimi,Midfield,Central Midfield,left,186.0,Albania,1994-02-02 00:00:00,21.0,Albania,CM
162952,Gaetano Monachello,Attack,Centre-Forward,left,185.0,Italy,1994-03-03 00:00:00,21.0,Italy,CF
207715,Ibrahima Mbaye,Defender,Right-Back,right,188.0,Senegal,1994-11-19 00:00:00,20.0,Senegal,RB
57110,Anthony Mounier,Attack,Left Winger,left,174.0,France,1987-09-27 00:00:00,27.0,France,LW
308279,Rolando Mandragora,Midfield,Defensive Midfield,left,183.0,Italy,1997-06-29 00:00:00,18.0,Italy,DM
197473,Alberto Grassi,Midfield,Defensive Midfield,right,183.0,Italy,1995-03-07 00:00:00,20.0,Italy,CM
226025,Luca Mazzitelli,Midfield,Central Midfield,right,184.0,Italy,1995-11-15 00:00:00,20.0,Italy,CM
62713,Ryder Matos,Attack,Second Striker,right,182.0,Brazil,1993-02-27 00:00:00,22.0,Brazil,SS
189432,Gaspar Iniguez,Midfield,Central Midfield,left,172.0,Argentina,1994-03-26 00:00:00,21.0,Argentina,CM
199258,Andrea Petagna,Attack,Centre-Forward,left,190.0,Italy,1995-06-30 00:00:00,20.0,Italy,CF
167895,Luca Rizzo,Midfield,Central Midfield,right,188.0,Italy,1992-04-24 00:00:00,24.0,Italy,CM
110928,Lorenzo Crisetig,Midfield,Defensive Midfield,left,184.0,Italy,1993-01-20 00:00:00,23.0,Italy,DM
56703,Simone Padoin,Midfield,Central Midfield,right,177.0,Italy,1984-03-18 00:00:00,32.0,Italy,LM
84442,Leonardo Capezzi,Midfield,Central Midfield,right,178.0,Italy,1995-03-28 00:00:00,21.0,Italy,DM
197744,Nicolo Fazzi,Midfield,Right Midfield,right,183.0,Italy,1995-03-02 00:00:00,21.0,Italy,RM
87210,Davide Astori,Defender,Centre-Back,left,189.0,Italy,1987-01-07 00:00:00,29.0,Italy,CB
230552,Diego Laxalt,Defender,Left-Back,left,178.0,Uruguay,1993-02-07 00:00:00,23.0,Uruguay,LB
38824,Davide Brivio,Defender,Left-Back,left,184.0,Italy,1988-03-17 00:00:00,28.0,Italy,LB
168944,Nikola Ninkovic,Midfield,Attacking Midfield,right,182.0,Serbia,1994-12-19 00:00:00,21.0,Serbia,LW
30782,Santiago Gentiletti,Defender,Centre-Back,left,182.0,Argentina,1985-01-09 00:00:00,31.0,Argentina,CB
33357,Miranda,Defender,Centre-Back,right,186.0,Brazil,1984-09-07 00:00:00,31.0,Brazil,CB
55854,Cristian Ansaldi,Defender,Left-Back,both,181.0,Argentina,1986-09-20 00:00:00,29.0,Argentina,LB
37418,Eder,Attack,Centre-Forward,right,177.0,Italy,1986-11-15 00:00:00,29.0,Italy,SS
